"SEC Region","Organization CRD#","Additional CRD Number","Total number of additional CRD numbers","SEC#","Firm Type","CIK#","Total number of CIK numbers","Primary Business Name","Legal Name","Main Office Street Address 1","Main Office Street Address 2","Main Office City","Main Office State","Main Office Country","Main Office Postal Code","Main Office Private Residence Flag","Main Office Telephone Number","Main Office Facsimile Number","Total number of offices, other than your Principal Office and place of business","Mail Office Street Address 1","Mail Office Street Address 2","Mail Office City","Mail Office State","Mail Office Country","Mail Office Postal Code","Mail Office Private Residence Flag","SEC Current Status","SEC Status Effective Date","Jurisdiction Notice Filed-Effective Date","Latest ADV Filing Date","Form Version","1I","Website Address","Total Number of Website Addresses","Location of Books and Records Street Address 1","Location of Books and Records Street Address 2","Location of Books and Records City","Location of Books and Records State","Location of Books and Records Country","Location of Books and Records Postal Code","Total Number of Books and Records Locations","1M","1N","1O","1O - If yes, approx. amount of assets","1P","2B(1)","2B(2)","2B(3)","3A","3A-Other","3B","3C-State","3C-Country","6A(1)","6A(2)","6A(3)","6A(4)","6A(5)","6A(6)","6A(7)","6A(8)","6A(9)","6A(10)","6A(11)","6A(12)","6A(13)","6A(14)","6A(14)-Other","6B(1)","6B(2)","6B(3)","7A(1)","7A(2)","7A(3)","7A(4)","7A(5)","7A(6)","7A(7)","7A(8)","7A(9)","7A(10)","7A(11)","7A(12)","7A(13)","7A(14)","7A(15)","7A(16)","Count of IA Affiliates","Count of IA/BD Affiliates","Count of BD Affiliates","Control/Controlled by Related Person","Under Common Control","Share Supervised Persons","Share Location","7B","Count of Private Funds - 7B(1)","Any PFs a Master","Any Hedge Funds","Total number of Hedge funds","Any Liquidity Funds","Total number of Liquidity funds","Any PE Funds","Total number of PE funds","Any Real Estate Funds","Total number of Real Estate funds","Any Securitized Funds","Total number of Securitized funds","Any VC Funds","Total number of VC funds","Any Other Funds","Total number of Other funds","Total Gross Assets of Private Funds","Count of Private Funds - 7B(2)","10A","Count of Control person Public Reporting Company","11","11A(1)","Count of 11A(1) disclosures","11A(2)","Count of 11A(2) disclosures","11B(1)","Count of 11B(1) disclosures","11B(2)","Count of 11B(2) disclosures","11C(1)","Count of 11C(1) disclosures","11C(2)","Count of 11C(2) disclosures","11C(3)","Count of 11C(3) disclosures","11C(4)","Count of 11C(4) disclosures","11C(5)","Count of 11C(5) disclosures","11D(1)","Count of 11D(1) disclosures","11D(2)","Count of 11D(2) disclosures","11D(3)","Count of 11D(3) disclosures","11D(4)","Count of 11D(4) disclosures","11D(5)","Count of 11D(5) disclosures","11E(1)","Count of 11E(1) disclosures","11E(2)","Count of 11E(2) disclosures","11E(3)","Count of 11E(3) disclosures","11E(4)","Count of 11E(4) disclosures","11F","Count of 11F disclosures","11G","Count of 11G disclosures","11H(1)(a)","Count of 11H(1)(a) disclosures","11H(1)(b)","Count of 11H(1)(b) disclosures","11H(1)(c)","Count of 11H(1)(c) disclosures","11H(2)","Count of 11H(2) disclosures","12A","12B(1)","12B(2)","12C(1)","12C(2)"
"HQ","304189","","","802-116839","ERA","","","ABRDN INVESTMENTS IRELAND LIMITED","ABRDN INVESTMENTS IRELAND LIMITED","2-4 MERRION ROW,","","DUBLIN","","Ireland","D02 WP23","N","00 353 87 394 1133","","3","","","","","","","","ERA - Active","05/24/2019","","05/06/2025","10/2021","Y","https://www.abrdn.com","7","SALESFORCE TOWER","415 MISSION STREET, 3RD FLOOR","SAN FRANCISCO","CA","United States","94105","17","Y","N","N","","2138007AHIT6ZR316H03","N","Y","N","Corporation","","DECEMBER","","Ireland","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","Y","Y","N","N","N","Y","N","N","N","N","N","Y","N","N","N","Y","15","0","2","Y","N","Y","N","Y","                   1","N","N","","N","","N","","Y","1","N","","N","","N","","         1,079,431,199.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","Y","1","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"HQ","301346","","","802-115130","ERA","","","BREGAL PARTNERS II GENERAL PARTNER JERSEY LIMITED","BREGAL PARTNERS II GENERAL PARTNER JERSEY LIMITED","WINDWARD HOUSE, 2ND FLOOR","LA ROUTE DE LA LIBERATION","ST HELIER","","Jersey","JE23BQ","N","441534754502","","0","","","","","","","","ERA - Active","03/28/2019","","03/31/2025","10/2021","N","","0","","","","","","","0","Y","N","N","","","N","Y","N","Other (specify)","REGISTERED PRIVATE COMPANY","DECEMBER","","Jersey","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","42","0","0","Y","N","Y","Y","Y","                   0","N","N","","N","","N","","N","","N","","N","","N","","                      .00","                   1","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"HQ","169475","","","802-79027","ERA","","","OURCROWD","OURCROWD INTERNATIONAL GENERAL PARTNER, L.P.","DERECH HEBRON 28","","JERUSALEM","","Israel","9108001","N","+972-2-636-9300","+972-2-636-9301","0","","","","","","","","ERA - Active","12/26/2013","","03/24/2025","10/2021","Y","HTTPS://WWW.OURCROWD.COM","6","","","","","","","0","Y","N","N","","","N","Y","N","Limited Partnership","","DECEMBER","","Cayman Islands","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","Y","Y","Y","Y","                 441","N","N","","N","","Y","8","N","","N","","Y","433","N","","         2,299,736,502.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"FWRO","295970","","","802-134508","ERA","","","CRP MANAGEMENT XI, LLC","CRP MANAGEMENT XI, LLC","6301 WATERFORD BLVD","","OKLAHOMA CITY","OK","United States","73118","N","4056049203","","0","","","","","","","","ERA - Active","09/08/2025","","09/08/2025","10/2021","N","","0","","","","","","","0","N","N","N","","","N","Y","N","Limited Liability Company","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","0","0","0","N","N","N","N","Y","                   1","N","N","","N","","Y","1","N","","N","","N","","N","","            65,000,000.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"DRO","339782","","","802-135012","ERA","","","CALYSTRON CAPITAL LTD","CALYSTRON CAPITAL LTD","110 16TH STREET SUITE 1400","","DENVER","CO","United States","80202","N","209-566-2541","","0","","","","","","","","ERA - Active","11/21/2025","","11/21/2025","10/2021","N","","0","","","","","","","0","N","N","N","","","N","Y","N","Limited Liability Company","","DECEMBER","CO","United States","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","","N","","N","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","0","0","0","N","N","N","N","Y","                   1","N","N","","N","","Y","1","N","","N","","N","","N","","            78,960,522.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"NYRO","129122","","","802-76350","ERA","","","IA CAPITAL GROUP, INC.","IA CAPITAL GROUP, INC.","122 EAST 42ND ST STE 2120","","NEW YORK","NY","United States","10168","N","212-581-2000","","1","","","","","","","","ERA - Active","04/02/2012","","03/11/2025","10/2021","Y","HTTPS://TWITTER.COM/IACAPGROUP","3","1800 OWENS ST","","SAN FRANCISCO","CA","United States","94158","1","N","N","N","","","Y","N","N","Corporation","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","1","0","0","Y","N","N","Y","Y","                   6","N","N","","N","","N","","N","","N","","Y","6","N","","           185,538,342.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"NYRO","163456","","","802-76255","ERA","","","BRAEMAR ENERGY VENTURES LLC","BRAEMAR ENERGY VENTURES LLC","350 MADISON AVENUE","23RD FLOOR","NEW YORK","NY","United States","10017-3710","N","212-697-0900","","0","","","","","","","","ERA - Active","03/30/2012","","03/30/2025","10/2021","Y","HTTP://WWW.BRAEMARENERGY.COM","3","22 WEST 38TH ST","7TH FLOOR","NEW YORK","NY","United States","10018","1","N","N","N","","","Y","N","N","Limited Liability Company","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","3","0","0","Y","N","Y","Y","Y","                   0","N","N","","N","","N","","N","","N","","N","","N","","                      .00","                   5","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"HQ","331421","","","802-130865","ERA","","","TRANSITION GLOBAL MANAGEMENT LIMITED","TRANSITION GLOBAL MANAGEMENT LIMITED","5 CARNABY STREET","4TH FLOOR","LONDON, UK","","United Kingdom","W1F9PB","N","00447988936687","","0","","","","","","","","ERA - Active","07/03/2024","","02/27/2025","10/2021","Y","https://www.transition.vc","3","","","","","","","0","Y","N","N","","","N","Y","N","Corporation","","DECEMBER","","United Kingdom","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","Y","N","Y","Y","                   1","N","N","","N","","N","","N","","N","","Y","1","N","","            46,419,582.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"HQ","330688","","","802-130026","ERA","2007785","1","LAVA VENTURES LTD.","LAVA VENTURES LTD.","CRAIGMUIR CHAMBERS","","ROADTOWN, TORTOLA","","British Virgin Islands","VG1110","N","1-559-376-2269","","0","C/O A&C CORPORATE SERVICES LLC","11555 HERON BAY BLVD., SUITE 200","CORAL SPRINGS","FL","United States","33076","N","ERA - Active","03/27/2024","","06/03/2025","10/2021","Y","http://www.lavavc.io","1","","","","","","","0","Y","N","N","","","N","Y","N","Other (specify)","LTD","DECEMBER","","British Virgin Islands","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","N","N","N","N","Y","                   3","Y","N","","N","","N","","N","","N","","Y","3","N","","               362,485.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"HQ","166348","","","802-77755","ERA","","","REVCAP ADVISORS LIMITED","REVCAP ADVISORS LIMITED","60 CHARLOTTE STREET","","LONDON","","United Kingdom","W1T 2NU","N","+44 207495 6335","+44 207495 6336","0","","","","","","","","ERA - Active","03/11/2013","","06/20/2025","10/2021","Y","HTTP://WWW.REVCAP.CO.UK","1","","","","","","","0","Y","N","N","","98450071AC1CA3061A21","N","Y","N","Other (specify)","UK PRIVATE LIMITED COMPANY","MARCH","","United Kingdom","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","Y","Y","Y","Y","                   4","N","N","","N","","N","","Y","4","N","","N","","N","","           434,000,000.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"HQ","315037","","","802-121697","ERA","1803307","1","ION CROSSOVER PARTNERS LTD","ION CROSSOVER PARTNERS LTD","89 MEDINAT HAYEHUDIM ST","","HERZLIYA","","Israel","4676672","N","972 9 970 3620","","0","","","","","","","","ERA - Active","06/07/2021","","03/27/2025","10/2021","Y","https://www.ion-am.com/ioncrossoverpartners","1","8 SHAUL HAMELECH","","TEL AVIV","","Israel","","1","N","N","N","","","N","Y","N","Corporation","","DECEMBER","","Israel","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","FUND MANAGER FOR PRIVATE EQUITY FUNDS","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","Y","Y","Y","Y","                  10","N","N","","N","","Y","10","N","","N","","N","","N","","         1,024,358,816.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"LARO","297340","","","802-114413","ERA","","","LMDAGG, L.L.C.","LMDAGG, L.L.C.","8605 SANTA MONICA BLVD.","PMB 29166","WEST HOLLYWOOD","CA","United States","90069","N","(415) 273-6810","N/A","0","8605 SANTA MONICA BLVD","PMB 29166","WEST HOLLYWOOD","CA","United States","90069","N","ERA - Active","11/09/2018","","03/25/2025","10/2021","N","","0","750 BATTERY STREET","6TH FLOOR","SAN FRANCISCO","CA","United States","94111","1","N","N","N","","","Y","N","N","Limited Liability Company","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","2","0","0","Y","N","Y","Y","Y","                   2","N","N","","N","","N","","N","","N","","Y","2","N","","           669,801,963.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"SFRO","300828","","","802-121036","ERA","","","WEST HALL CAPITAL PARTNERS LLC","WEST HALL CAPITAL PARTNERS LLC","60 E. SIR FRANCIS DRAKE BLVD.","SUITE 301","LARKSPUR","CA","United States","94939","N","415-870-2890","","0","","","","","","","","ERA - Active","03/30/2021","","03/12/2025","10/2021","Y","https://www.westhallcap.com","1","1301 W. 22ND ST","SUITE 410","OAK BROOK","IL","United States","60523","2","N","N","N","","","N","Y","N","Limited Liability Company","","DECEMBER","DE","United States","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","N","Y","Y","Y","                   1","N","Y","1","N","","N","","N","","N","","N","","N","","            79,336,164.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"DRO","162762","","","802-75699","ERA","","","PELION VENTURE PARTNERS","PELION, INC","14761 S. FUTURE WAY","SUITE 500","SALT LAKE CITY","UT","United States","84020","N","801-365-0262","801-365-0233","0","","","","","","","","ERA - Active","03/30/2012","","03/31/2025","10/2021","Y","https://pelionvp.com/","5","","","","","","","0","N","N","N","","","Y","N","N","Corporation","","DECEMBER","UT","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","N","Y","Y","Y","                  23","N","N","","N","","N","","N","","N","","Y","23","N","","         1,335,418,950.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"HQ","301255","","","802-117319","ERA","","","GREENLAND INVESTMENT MANAGEMENT","GREENLAND INVESTMENT MANAGEMENT","6TH FLOOR, TWO TRIBECA","TRIBECA CENTRAL","TRIANON","","Mauritius","72261","N","230-404-8800","230-404-8899","0","","","","","","","","ERA - Active","08/13/2019","","06/30/2025","10/2021","Y","https://greenlandim.com/","2","","","","","","","0","Y","N","N","","549300DDDW7MXWTUNU59","N","Y","N","Other (specify)","PRIVATE COMPANY LIMITED BY SHARES","MARCH","","Mauritius","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","N","Y","N","Y","                   6","Y","Y","6","N","","N","","N","","N","","N","","N","","         1,240,125,075.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"MIRO","163637","","","802-79171","ERA","","","SATURN MANAGEMENT LLC","SATURN MANAGEMENT LLC","1101 4TH ST S","SUITE 302","ST. PETERSBURG","FL","United States","33701","N","617-574-3330","","1","","","","","","","","ERA - Active","01/30/2014","","06/10/2025","10/2021","Y","HTTP://WWW.SATURNPARTNERSVC.COM","1","286 MADISON AVE","7TH FLOOR","NEW YORK","NY","United States","10017","2","N","N","N","","","Y","Y","N","Limited Liability Company","","DECEMBER","DE","United States","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","1","Y","Y","Y","Y","Y","                   8","N","N","","N","","N","","N","","N","","Y","8","N","","           106,928,203.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"HQ","325510","","","802-128795","ERA","","","EXPEDITION GROWTH CAPITAL LTD","EXPEDITION GROWTH CAPITAL LTD","14 GOLDEN SQUARE","FOURTH FLOOR","LONDON","","United Kingdom","W1F 9JG","N","44-207-082-5170","","0","","","","","","","","ERA - Active","08/28/2023","","06/27/2025","10/2021","Y","https://uk.linkedin.com/company/expeditiongrowthcapital/","2","130 SHAFTESBURY AVENUE","","LONDON","","United Kingdom","W1D 5AR","1","Y","N","N","","","N","Y","N","Other (specify)","PRIVATE LIMITED COMPANY","MARCH","","United Kingdom","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","Y","N","N","Y","                   2","N","N","","N","","Y","2","N","","N","","N","","N","","           586,850,170.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"BRO","330189","","","802-129703","ERA","","","POPMAR MANAGEMENT, LLC","BALLAST EQUITY PARTNERS MANAGEMENT COMPANY, LLC","225 DYER STREET, FLOOR 2","","PROVIDENCE","RI","United States","02903","N","4014840675","","0","","","","","","","Y","ERA - Active","02/16/2024","","09/16/2025","10/2021","Y","https://www.ballastequitypartners.com/","2","","","","","","","0","N","N","N","","","N","Y","N","Limited Liability Company","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","N","Y","Y","Y","                   3","N","N","","N","","Y","3","N","","N","","N","","N","","            26,248,187.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"CHRO","298529","","","802-115017","ERA","","","ALITUS PARTNERS, LLC","ALITUS PARTNERS, LLC","7701 FORSYTH BLVD.","SUITE 1000","ST. LOUIS","MO","United States","63105","N","314-862-3200","","0","","","","","","","","ERA - Active","03/18/2019","","03/20/2025","10/2021","Y","https://www.Alituspartners.com","1","","","","","","","0","N","N","N","","","N","Y","N","Limited Liability Company","","DECEMBER","MO","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","0","0","0","N","N","N","N","Y","                   3","N","N","","N","","Y","3","N","","N","","N","","N","","            24,950,000.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"NYRO","299890","","","802-122349","ERA","","","WINTER CAPITAL, LLC","WINTER CAPITAL, LLC","135 MADISON AVE., S. 5TH FLOOR","","NEW YORK","NY","United States","10016","N","646-453-7164","","0","","","","","","","","ERA - Active","08/20/2021","","06/05/2025","10/2021","N","","0","","","","","","","0","N","N","N","","","Y","Y","N","Limited Liability Company","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","N","Y","Y","Y","                   5","N","N","","N","","N","","N","","N","","Y","5","N","","            39,814,632.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"HQ","114527","","","802-126969","ERA","922898","1","M&G INVESTMENT MANAGEMENT LTD.","M&G INVESTMENT MANAGEMENT LTD.","10 FENCHURCH AVENUE","","LONDON, ENGLAND","","United Kingdom","EC3M 5AG","N","+44 2076264588","","0","","","","","","","","ERA - Active","10/31/2022","","09/26/2025","10/2021","Y","HTTPS://TWITTER.COM/BONDVIGILANTES?LANG=EN","14","CAMPFIELD ROAD","SOUTHEND ON SEA","SOUTHEND","","United Kingdom","SS3 9FL","10","Y","N","N","","BFM4HY1ZHOCH3K3E4934","N","Y","N","Corporation","","DECEMBER","","United Kingdom","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","","N","","N","Y","Y","N","N","N","Y","N","N","N","N","N","Y","N","N","N","Y","21","0","0","Y","N","Y","Y","Y","                  14","Y","N","","N","","Y","5","Y","3","N","","N","","Y","6","        11,658,170,689.00","                   0","N","                   0","Y","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","Y","2","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"HQ","297198","","","802-121649","ERA","","","ALANDA CAPITAL MANAGEMENT LIMITED","ALANDA CAPITAL MANAGEMENT LIMITED","FOXGLOVE HOUSE","166 PICCADILLY","LONDON","","United Kingdom","W1J 9EF","N","44-020-7929-8557","","0","","","","","","","","ERA - Active","06/01/2021","","05/16/2025","10/2021","Y","https://www.linkedin.com/company/alanda-capital-management-limited","2","IFC5","","ST HELIER","","Jersey","JE1 1ST","3","Y","N","N","","213800WHTUDJHVL2HG18","N","Y","N","Other (specify)","LIMITED COMPANY","MARCH","","United Kingdom","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","1","0","0","Y","Y","Y","N","Y","                   4","N","N","","N","","Y","4","N","","N","","N","","N","","           180,553,724.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"HQ","173443","","","802-80660","ERA","","","SYNOVA  LLP","SYNOVA  LLP","45 MORTIMER STREET","","LONDON","","United Kingdom","W1W 8HJ","N","+442034757656","+442034757661","0","","","","","","","","ERA - Active","11/21/2014","","06/25/2025","10/2021","Y","http://synova.pe","1","","","","","","","0","Y","N","N","","","N","Y","N","Limited Liability Partnership","","MARCH","","United Kingdom","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","N","Y","Y","Y","Y","                   6","N","N","","N","","Y","6","N","","N","","N","","N","","         1,433,074,545.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"HQ","282954","","","802-107487","ERA","","","EFFISSIMO PARTNERS","EFFISSIMO PARTNERS","260 ORCHARD ROAD, THE HEEREN, #12-06","","SINGAPORE","","Singapore","238855","N","+65 67352087","+65 67358102","0","","","","","","","","ERA - Active","03/16/2016","","03/28/2025","10/2021","N","","0","CRICKET SQUARE, HUTCHINS DRIVE, PO BOX 2681","","GRAND CAYMAN KY1-1111","","Cayman Islands","","3","N","N","N","","","N","Y","N","Other (specify)","EXEMPTED COMPANY","DECEMBER","","Cayman Islands","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","1","0","0","Y","N","Y","Y","Y","                   0","N","N","","N","","N","","N","","N","","N","","N","","                      .00","                   7","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"HQ","328030","","","802-130176","ERA","","","LAVEN ADVISORS LLP","LAVEN ADVISORS LLP","11 OLD JEWRY","","LONDON, GREATER LONDON","","United Kingdom","EC2R 8DU","N","00442078380010","","0","","","","","","","","ERA - Active","03/31/2024","","03/06/2025","10/2021","Y","http://www.lavenpartners.com","2","","","","","","","0","Y","N","N","","213800O7KA7IELDUHK88","N","Y","N","Other (specify)","LIMITED LIABILITY PARTNERSHIP","DECEMBER","","United Kingdom","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","1","0","0","Y","N","N","Y","Y","                   3","N","N","","N","","Y","2","N","","N","","Y","1","N","","            16,947,382.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
